Wavelength,Black,Grey,White
1091,4.741169685,9.274706702,63.5997657
1092,4.733932997,9.297820053,63.59103272
1093,4.718871676,9.310449065,63.57794035
1094,4.699045702,9.308048311,63.55483919
1095,4.685781886,9.316160465,63.53983226
1096,4.679360861,9.319525816,63.50110116
1097,4.667557158,9.32037432,63.44891848
1098,4.675176953,9.330800027,63.42760125
1099,4.68342652,9.324118217,63.40612675
1100,4.686379121,9.323818898,63.37692336
1101,4.680102562,9.323797091,63.34474758
1102,4.678125269,9.309093714,63.3107724
1103,4.703401921,9.307927403,63.29567696
1104,4.71922025,9.314528325,63.2698496
1105,4.686529404,9.322265293,63.2092707
1106,4.650492073,9.334191866,63.14973943
1107,4.650575758,9.343340928,63.10932508
1108,4.66302131,9.341872946,63.07158949
1109,4.672231673,9.335138156,63.03004415
1110,4.675826224,9.331022896,62.98548886
1111,4.677397701,9.325368948,62.91871256
1112,4.692986965,9.332613763,62.8400557
1113,4.713808627,9.342816811,62.74864056
1114,4.733776579,9.335110023,62.65204033
1115,4.733499141,9.312655236,62.54423147
1116,4.712125574,9.306154724,62.4208965
1117,4.70969748,9.313441071,62.31315066
1118,4.726339368,9.307358261,62.23369017
1119,4.724930685,9.300568873,62.15595749
1120,4.695009949,9.299195306,62.07583377
1121,4.678583668,9.305077275,61.97968052
1122,4.690731242,9.328773105,61.84737886
1123,4.701863379,9.351681961,61.71559179
1124,4.706626513,9.357089138,61.60129226
1125,4.711599917,9.355108688,61.49821503
1126,4.724730148,9.335429476,61.42289108
1127,4.74530898,9.316192307,61.34588183
1128,4.754776918,9.303431029,61.27839713
1129,4.751553156,9.29400182,61.22779286
1130,4.743922546,9.304465688,61.21059169
1131,4.740529384,9.317002435,61.20942069
1132,4.746967183,9.33167928,61.22866336
1133,4.763849854,9.343306452,61.26637359
1134,4.774465014,9.339640114,61.30212456
1135,4.764556183,9.328716469,61.33510316
1136,4.75712298,9.31531946,61.37268224
1137,4.77595505,9.30910649,61.43063047
1138,4.793332292,9.308412199,61.48044995
1139,4.791367091,9.319159381,61.50980005
1140,4.789034465,9.33043663,61.54038305
1141,4.788412776,9.329292474,61.57331147
1142,4.783967327,9.323096999,61.60416114
1143,4.764859945,9.326002197,61.63519388
1144,4.746143078,9.33455821,61.66080918
1145,4.744068981,9.343916301,61.66598778
1146,4.753269672,9.352360001,61.67160217
1147,4.746498061,9.345157073,61.66661919
1148,4.726768,9.33516382,61.6485062
1149,4.734877154,9.333186715,61.6275433
1150,4.774417149,9.331280892,61.61346883
1151,4.800211132,9.331327162,61.59278772
1152,4.798681551,9.340637455,61.55888762
1153,4.797902992,9.352649961,61.52705972
1154,4.78793447,9.353123266,61.4936675
1155,4.777768195,9.352326023,61.46035648
1156,4.775687706,9.360951955,61.42624002
1157,4.773575449,9.369369261,61.38908135
1158,4.76676248,9.371976552,61.34754002
1159,4.7608917,9.374443517,61.30922753
1160,4.780823035,9.369840549,61.27696705
1161,4.803550097,9.360913054,61.24224829
1162,4.797879956,9.364788628,61.19567444
1163,4.784183953,9.377054779,61.14426001
1164,4.781163872,9.384815199,61.09000367
1165,4.784828622,9.391453721,61.03398702
1166,4.780814989,9.389900783,60.97249921
1167,4.77371653,9.380906723,60.91718851
1168,4.77573055,9.381821578,60.86419556
1169,4.792996064,9.386327094,60.80506583
1170,4.810417618,9.385101353,60.75228921
1171,4.812976594,9.380207587,60.72157123
1172,4.812497509,9.37686084,60.69107044
1173,4.814954266,9.387124913,60.65605824
1174,4.817702051,9.395478459,60.62509271
1175,4.811732743,9.379900913,60.59790008
1176,4.80546354,9.363931369,60.56833649
1177,4.808906481,9.347992545,60.52625431
1178,4.813850258,9.331541275,60.48558583
1179,4.804255016,9.331050288,60.46259142
1180,4.791847566,9.334122926,60.44190314
1181,4.80079958,9.345059632,60.43938348
1182,4.817993347,9.360286986,60.44359289
1183,4.817973275,9.368698185,60.43846852
1184,4.810434691,9.370150686,60.42357696
1185,4.812049466,9.367024136,60.42120865
1186,4.815222366,9.360323746,60.43219042
1187,4.816454401,9.361042196,60.44941408
1188,4.817889049,9.372938799,60.4763219
1189,4.816119575,9.384311755,60.5016685
1190,4.8071158,9.401343513,60.52071909
1191,4.798743164,9.415506166,60.53985666
1192,4.793118751,9.40292651,60.5630788
1193,4.789585564,9.390590896,60.58604441
1194,4.810878159,9.385575039,60.61762914
1195,4.831806789,9.38094279,60.64952412
1196,4.844798859,9.391998923,60.68022468
1197,4.857518294,9.404037064,60.7096211
1198,4.857191492,9.412098125,60.73416952
1199,4.854698445,9.419082139,60.76046863
1200,4.870882585,9.417454315,60.79093293
1201,4.893520012,9.413989001,60.82052603
1202,4.892994543,9.407667231,60.83833345
1203,4.878354524,9.399046445,60.84888939
1204,4.863734498,9.396792143,60.87102473
1205,4.849410934,9.401239845,60.90487436
1206,4.838686058,9.405755005,60.92526408
1207,4.834764579,9.410962802,60.92869579
1208,4.834509459,9.412864379,60.93355526
1209,4.840072034,9.406550835,60.94097893
1210,4.845386511,9.404012736,60.9520501
1211,4.846832963,9.414323371,60.97397833
1212,4.849033265,9.423173293,60.99152444
1213,4.864096767,9.418362076,60.9808162
1214,4.878884865,9.413391733,60.97125923
1215,4.868481482,9.410808551,61.0046741
1216,4.857598415,9.408403171,61.03840787
1217,4.872526889,9.415972896,61.04509249
1218,4.890786475,9.424409973,61.04879075
1219,4.888157967,9.419212227,61.07967732
1220,4.880067489,9.410360485,61.11766835
1221,4.878748709,9.417910967,61.1362972
1222,4.880593552,9.433080613,61.14528555
1223,4.883837756,9.439523404,61.15831601
1224,4.887511332,9.44000298,61.17547432
1225,4.883373541,9.446191484,61.1844703
1226,4.871429133,9.45801814,61.18454972
1227,4.86542172,9.463947834,61.19147272
1228,4.868732674,9.461025818,61.20901748
1229,4.872159923,9.458640073,61.22058355
1230,4.875818167,9.457265215,61.21787273
1231,4.878573002,9.457965934,61.21659161
1232,4.877470484,9.467647102,61.22142637
1233,4.876517569,9.475819184,61.22772578
1234,4.878165656,9.468814698,61.24906032
1235,4.879808253,9.461836563,61.27033131
1236,4.868673875,9.459738431,61.27119648
1237,4.857419137,9.457693291,61.2720604
1238,4.867382355,9.465628806,61.27271422
1239,4.879577252,9.474961475,61.27286254
1240,4.885462841,9.469902254,61.27361467
1241,4.88999551,9.460679244,61.27428259
1242,4.897116732,9.469219245,61.26265265
1243,4.905203179,9.485728857,61.24653565
1244,4.903527729,9.490132208,61.23851413
1245,4.895704687,9.486008497,61.23603388
1246,4.890790698,9.487419535,61.22702586
1247,4.888135418,9.49563465,61.21027671
1248,4.886954825,9.498393622,61.20339796
1249,4.887579223,9.491137662,61.21234899
1250,4.88826109,9.489142407,61.2152214
1251,4.890771842,9.501840966,61.20423701
1252,4.896505072,9.514424596,61.19465247
1253,4.914389632,9.524299825,61.18686189
1254,4.931096075,9.531093586,61.17714641
1255,4.937825792,9.514574978,61.16306933
1256,4.944225041,9.498818445,61.1495236
1257,4.944542232,9.497116349,61.12548333
1258,4.944828231,9.495490953,61.10102949
1259,4.932644505,9.50290602,61.08791063
1260,4.919037336,9.511074922,61.07640332
1261,4.915265811,9.50862851,61.06402082
1262,4.913870517,9.504779277,61.05174021
1263,4.910336063,9.499015831,61.04303469
1264,4.905938474,9.492482339,61.03486908
1265,4.913704923,9.497685321,61.03299044
1266,4.928209187,9.508563625,61.03472392
1267,4.93710333,9.514437946,61.01837337
1268,4.940077167,9.516182131,60.99098307
1269,4.941223213,9.515850332,60.9770465
1270,4.942159024,9.51382407,60.97185902
1271,4.943815464,9.510687612,60.96651993
1272,4.946810949,9.503493698,60.96487985
1273,4.949593141,9.498239772,60.95719934
1274,4.951477425,9.502643646,60.93399463
1275,4.952234078,9.507483872,60.91173808
1276,4.946541568,9.511590306,60.88629629
1277,4.941129498,9.516682176,60.86148312
1278,4.941623967,9.531666387,60.85244762
1279,4.942916795,9.545687553,60.84272749
1280,4.960691854,9.544859792,60.81763716
1281,4.978868587,9.543706819,60.79222212
1282,4.981216926,9.544122706,60.79643715
1283,4.981947086,9.544110502,60.80359237
1284,4.976747508,9.546730329,60.77920515
1285,4.971270819,9.549664597,60.74903276
1286,4.973275234,9.549771166,60.73279391
1287,4.976515484,9.548360004,60.71891887
1288,4.980768958,9.551121311,60.7040462
1289,4.98621824,9.557810947,60.68937753
1290,4.989359365,9.562258493,60.67371468
1291,4.988874851,9.562980453,60.65626269
1292,4.980626346,9.561245812,60.63289099
1293,4.968969733,9.559002509,60.60525043
1294,4.965615555,9.558521826,60.58568115
1295,4.972737937,9.557397149,60.58045289
1296,4.979519667,9.556408141,60.57637579
1297,4.982368926,9.560147919,60.57230791
1298,4.986089659,9.566794997,60.56466369
1299,4.992761552,9.580657113,60.54683882
1300,4.997088447,9.592150533,60.52991653
1301,4.994012458,9.58821236,60.51301312
1302,4.991445365,9.583757066,60.49621228
1303,4.988493608,9.580446425,60.48004187
1304,4.984957446,9.57706935,60.4631298
1305,4.985943184,9.567566325,60.44358239
1306,4.988398224,9.557636581,60.42509494
1307,4.998095089,9.562337071,60.40788816
1308,5.004902057,9.568731747,60.38950433
1309,5.006044073,9.571457814,60.37277597
1310,5.007184643,9.573448408,60.35585366
1311,5.005290849,9.585040128,60.32990023
1312,5.004138693,9.599396481,60.30376407
1313,5.003081139,9.599883364,60.28764555
1314,5.001137191,9.592849568,60.2729013
1315,4.998439533,9.590495217,60.25592227
1316,4.99754111,9.59024183,60.23988288
1317,5.00203036,9.587006266,60.22436509
1318,5.007979227,9.58416599,60.20517012
1319,5.010696881,9.58474863,60.18177867
1320,5.009936249,9.588743533,60.15295496
1321,5.010008358,9.589626763,60.12826717
1322,5.013833598,9.586448283,60.11099306
1323,5.016085786,9.583823222,60.08894898
1324,5.009166239,9.578254446,60.06393831
1325,5.004927316,9.574196451,60.0417032
1326,5.015347946,9.579655716,60.02119165
1327,5.024319228,9.585491825,59.99973889
1328,5.027571309,9.587789742,59.97267928
1329,5.03068203,9.590196797,59.94676671
1330,5.032369728,9.593991957,59.92552063
1331,5.034070944,9.597728717,59.90386664
1332,5.0331748,9.605405979,59.89297725
1333,5.031455139,9.614065859,59.88494176
1334,5.033762282,9.608924465,59.85008413
1335,5.037532052,9.601283147,59.8086623
1336,5.026943788,9.600939697,59.76722891
1337,5.010241786,9.602966773,59.72603926
1338,5.016778178,9.604678944,59.68896045
1339,5.03324201,9.607099575,59.65477923
1340,5.039099828,9.607929215,59.60180767
1341,5.041100327,9.606696169,59.53467229
1342,5.03736152,9.605131787,59.46604661
1343,5.030003289,9.604620885,59.40218801
1344,5.031053217,9.612157966,59.33652714
1345,5.038741334,9.625504505,59.26890001
1346,5.040182271,9.632768449,59.19822188
1347,5.03352204,9.631701649,59.11546668
1348,5.034027199,9.628312661,59.03173584
1349,5.045951161,9.624223007,58.960903
1350,5.051440495,9.622593316,58.88733544
1351,5.049547967,9.627848998,58.79335605
1352,5.05089587,9.631984115,58.69464293
1353,5.046930801,9.632282568,58.59060931
1354,5.043609172,9.63578657,58.49401311
1355,5.052950737,9.635372617,58.43081894
1356,5.06165102,9.63317223,58.3676084
1357,5.060829391,9.630490873,58.30674605
1358,5.059284009,9.627932646,58.24564129
1359,5.058031947,9.62457355,58.18661375
1360,5.056551568,9.621237084,58.12923823
1361,5.050725382,9.616942976,58.08067175
1362,5.046022451,9.61305662,58.03170986
1363,5.049096494,9.612229617,57.98674308
1364,5.052745594,9.611322131,57.94391472
1365,5.065614713,9.612769986,57.90190276
1366,5.076918608,9.613130113,57.86025897
1367,5.073982548,9.608034294,57.83055993
1368,5.068690401,9.604323401,57.80929053
1369,5.075224308,9.609457588,57.77930454
1370,5.088339484,9.617074721,57.74439755
1371,5.095171508,9.632402399,57.71391419
1372,5.094231406,9.652760893,57.68105654
1373,5.091748846,9.658067185,57.63632619
1374,5.092940684,9.651911137,57.58506423
1375,5.094416669,9.654270924,57.53628653
1376,5.093715735,9.661586823,57.49064606
1377,5.097352265,9.660118236,57.45235021
1378,5.107070379,9.65240142,57.41978338
1379,5.113466771,9.648693993,57.37777428
1380,5.117307201,9.648036872,57.31832142
1381,5.122363483,9.648037379,57.26519381
1382,5.119937927,9.652428978,57.22773099
1383,5.116894981,9.657314541,57.18843159
1384,5.119592962,9.657872288,57.1523656
1385,5.120535435,9.658240651,57.12011543
1386,5.12052898,9.663037794,57.09401369
1387,5.121707155,9.666977983,57.06719186
1388,5.126561949,9.670964211,57.03382411
1389,5.131411845,9.675085421,57.00120483
1390,5.123670676,9.671684808,56.97829596
1391,5.11421637,9.668574437,56.95659109
1392,5.112648169,9.680861937,56.92535557
1393,5.113233991,9.693518661,56.89137409
1394,5.120164776,9.694202802,56.85004977
1395,5.128203894,9.695036031,56.81119838
1396,5.132569677,9.695783226,56.78065626
1397,5.135191789,9.695648427,56.7500808
1398,5.147937731,9.694493654,56.70495784
1399,5.161685604,9.69224915,56.6558833
1400,5.163585755,9.700096167,56.61343225
1401,5.163314249,9.712734182,56.57276723
1402,5.161906833,9.712810696,56.52250658
1403,5.159110966,9.707514045,56.4685766
1404,5.151071172,9.708020109,56.42857606
1405,5.140821763,9.710351227,56.39980724
1406,5.139866442,9.714864471,56.36750726
1407,5.143734466,9.720191786,56.33023881
1408,5.146962238,9.721551414,56.29809773
1409,5.152088215,9.720549258,56.27150994
1410,5.156239099,9.718127454,56.25157345
1411,5.160546169,9.714621893,56.24405657
1412,5.164820001,9.712580938,56.23732618
1413,5.166756617,9.713679792,56.22840414
1414,5.170453475,9.719329216,56.22768458
1415,5.177993367,9.733057603,56.24105092
1416,5.182662505,9.744884467,56.24671871
1417,5.18227046,9.751310618,56.23950398
1418,5.182474346,9.757140222,56.23667039
1419,5.177684558,9.762185745,56.24285548
1420,5.173457991,9.765682437,56.25149822
1421,5.172941717,9.762522398,56.27532435
1422,5.172645749,9.759963525,56.30048069
1423,5.179481933,9.755959055,56.3242258
1424,5.185602695,9.75189106,56.34656132
1425,5.189491443,9.752228164,56.36131263
1426,5.193421858,9.753527293,56.37550017
1427,5.19484954,9.756240882,56.39862686
1428,5.196112635,9.758359522,56.42366369
1429,5.194141229,9.766069993,56.45179901
1430,5.191314563,9.775296634,56.47874693
1431,5.193469697,9.777983402,56.50729899
1432,5.197008323,9.778518011,56.53729182
1433,5.200449455,9.776840227,56.5782266
1434,5.204802975,9.776313233,56.61821111
1435,5.201720842,9.777604201,56.64277369
1436,5.195422629,9.780077202,56.66364583
1437,5.196899697,9.7892772,56.69000081
1438,5.201702586,9.797487424,56.71993293
1439,5.204825745,9.796504101,56.7486273
1440,5.204367135,9.794090836,56.77508599
1441,5.205872396,9.791126482,56.80381588
1442,5.212174265,9.786216989,56.83437927
1443,5.214847555,9.790916332,56.8580382
1444,5.213508487,9.802043133,56.87727252
1445,5.215088865,9.804683898,56.8981168
1446,5.219886963,9.801804708,56.91845581
1447,5.226080939,9.802118092,56.93341308
1448,5.233306142,9.805732472,56.94671823
1449,5.235947271,9.809072888,56.96570375
1450,5.233216847,9.810755383,56.98877504
1451,5.23524421,9.808750625,57.00497289
1452,5.241830623,9.802852205,57.01115123
1453,5.242395912,9.801958481,57.02142684
1454,5.236326446,9.810770483,57.03967239
1455,5.2356652,9.819208548,57.05198931
1456,5.242005706,9.820992888,57.05508122
1457,5.245057991,9.819148421,57.06065607
1458,5.244792294,9.814842861,57.06853401
1459,5.244749766,9.816311937,57.07304681
1460,5.244765597,9.829456644,57.07149609
1461,5.245917638,9.841331874,57.07228369
1462,5.246830432,9.852878732,57.07804616
1463,5.246538941,9.862096884,57.08264785
1464,5.242645187,9.855880714,57.08825346
1465,5.240430949,9.849745684,57.09507829
1466,5.248194109,9.850503298,57.10645396
1467,5.254562375,9.851646231,57.11694647
1468,5.25729887,9.854201935,57.12832031
1469,5.260469567,9.856546933,57.14176758
1470,5.25845717,9.860331652,57.159097
1471,5.256189809,9.86435889,57.17474141
1472,5.253358074,9.861659404,57.18501242
1473,5.249970663,9.858569229,57.19545224
1474,5.243387574,9.862393921,57.19715771
1475,5.23798381,9.866611261,57.19808183
1476,5.252888965,9.865082281,57.20625934
1477,5.268482226,9.863190947,57.21527797
1478,5.273923444,9.86334394,57.22024913
1479,5.279048034,9.863946226,57.22428045
1480,5.276842011,9.876762065,57.23509836
1481,5.273662504,9.890409788,57.24667965
1482,5.278394229,9.888823273,57.26025295
1483,5.283443005,9.88426924,57.27531787
1484,5.280159111,9.883308991,57.28100731
1485,5.276180876,9.884159204,57.2836684
1486,5.274336119,9.888546206,57.28208439
1487,5.271754755,9.893822473,57.27906221
1488,5.275167028,9.887902899,57.28625508
1489,5.281456587,9.877332212,57.29703968
1490,5.288242313,9.875544934,57.29834679
1491,5.295617745,9.878346195,57.29708524
1492,5.294613239,9.885028958,57.29048528
1493,5.290191741,9.893110413,57.28107787
1494,5.289259706,9.894884461,57.27814731
1495,5.288922014,9.892477302,57.27823668
1496,5.291608066,9.894255515,57.27708708
1497,5.295781839,9.899637757,57.27508997
1498,5.296060179,9.900381233,57.27848972
1499,5.294940097,9.898150564,57.28414929
1500,5.299362573,9.898723075,57.28423932
1501,5.307321498,9.900258714,57.2828103
1502,5.30897337,9.902235738,57.28192497
1503,5.305519139,9.905309294,57.28083109
1504,5.304417675,9.907085759,57.28039969
1505,5.305227583,9.90761878,57.2782182
1506,5.306257341,9.909035211,57.27604074
1507,5.307486708,9.911171377,57.27422693
1508,5.311920766,9.916692966,57.26995323
1509,5.322285227,9.925910603,57.26307199
1510,5.327167072,9.931875823,57.26086696
1511,5.321875427,9.933019447,57.26724584
1512,5.319383157,9.934702357,57.27087102
1513,5.322859105,9.938204371,57.26650705
1514,5.325074168,9.939154465,57.26047321
1515,5.323751531,9.936857649,57.25464264
1516,5.321694304,9.935160682,57.25087044
1517,5.31852675,9.933696048,57.24991744
1518,5.316780257,9.935089719,57.24851534
1519,5.318532344,9.942125226,57.24823247
1520,5.322273938,9.948222596,57.24460561
1521,5.330588615,9.953238758,57.23084348
1522,5.335513609,9.956940197,57.22190788
1523,5.330046877,9.954724459,57.22308362
1524,5.32535456,9.952395572,57.22036843
1525,5.325769514,9.952266776,57.20940886
1526,5.326207127,9.953568637,57.19808931
1527,5.325917202,9.958742025,57.18751579
1528,5.326165798,9.96466114,57.17827507
1529,5.326297534,9.973264057,57.17096619
1530,5.325859695,9.980358296,57.16150206
1531,5.325101203,9.980583406,57.14574413
1532,5.324365311,9.979170887,57.13295248
1533,5.325606896,9.970272626,57.1348763
1534,5.327733725,9.963145751,57.13657168
1535,5.328294388,9.967452334,57.134406
1536,5.327999272,9.972368379,57.13032067
1537,5.326223116,9.978728509,57.11625325
1538,5.324723665,9.984885444,57.10251803
1539,5.33094263,9.985561332,57.09452566
1540,5.337513301,9.985290441,57.08760402
1541,5.339732526,9.981476026,57.08073103
1542,5.341541382,9.978108999,57.07285814
1543,5.343717072,9.983165948,57.05603702
1544,5.346120022,9.988504782,57.03991451
1545,5.345499043,9.997226865,57.04061668
1546,5.344983922,10.00565914,57.04072772
1547,5.342831885,10.00423738,57.03547495
1548,5.340517337,10.00272268,57.03059372
1549,5.345193838,10.00252334,57.02051625
1550,5.350424456,10.00240375,57.00971386
1551,5.36123865,10.00508986,56.98345895
1552,5.371843943,10.00778013,56.95705601
1553,5.371030293,10.00270114,56.95250521
1554,5.370031454,9.997385247,56.94869624
1555,5.370287935,9.998592006,56.93663017
1556,5.370578292,10.00001188,56.92411883
1557,5.364632803,10.00318048,56.9126114
1558,5.358595782,10.00609441,56.90124863
1559,5.366025845,10.00348232,56.88455519
1560,5.374228689,10.00119864,56.86719625
1561,5.374241935,10.00073464,56.85966431
1562,5.373746071,9.999833986,56.85327454
1563,5.371672937,10.00325736,56.83420171
1564,5.369184702,10.00777526,56.81373006
1565,5.366259007,10.0139913,56.8049662
1566,5.363308107,10.01996239,56.79742511
1567,5.372985232,10.02350316,56.78266543
1568,5.384202572,10.02677634,56.76717469
1569,5.389716202,10.02609829,56.74473381
1570,5.394328355,10.02479276,56.72117245
1571,5.394759084,10.01650007,56.69943313
1572,5.394956298,10.00731117,56.6779214
1573,5.392756642,10.01566295,56.66955263
1574,5.389883366,10.02681023,56.66319219
1575,5.393023516,10.02944893,56.64941392
1576,5.397250494,10.03060816,56.63442403
1577,5.397344006,10.03041201,56.61705943
1578,5.396757044,10.02982288,56.59925799
1579,5.395693343,10.0337775,56.578859
1580,5.394529934,10.03875654,56.55810161
1581,5.390869785,10.03454331,56.53542289
1582,5.386539951,10.02844487,56.5120228
1583,5.387884859,10.02609251,56.49297324
1584,5.390478934,10.02457267,56.47505858
1585,5.390310507,10.03043347,56.46091432
1586,5.389597276,10.03786745,56.44755038
1587,5.393508296,10.04621648,56.43615311
1588,5.398470758,10.05482319,56.42504404
1589,5.399616023,10.06356737,56.40197582
1590,5.399887809,10.0722817,56.37620232
1591,5.40461367,10.07672869,56.34687716
1592,5.410412527,10.08019591,56.31662616
1593,5.414546133,10.07804423,56.28684595
1594,5.418272286,10.07453634,56.25711478
1595,5.41533736,10.07244039,56.21832566
1596,5.410741925,10.07066735,56.17725649
1597,5.414649433,10.07592602,56.14277018
1598,5.420686777,10.0829389,56.10986151
1599,5.422306122,10.08266323,56.06283087
1600,5.422735663,10.08061939,56.01215139
1601,5.419341826,10.07923945,55.95958612
1602,5.415119258,10.07803463,55.90637718
1603,5.415608609,10.0698719,55.84165736
1604,5.417297207,10.05995817,55.77403812
1605,5.420801996,10.06709095,55.70217721
1606,5.424705277,10.07841935,55.62909056
1607,5.434536376,10.08065395,55.54352992
1608,5.445823702,10.08058714,55.45452948
1609,5.444765128,10.07675222,55.34950966
1610,5.440691731,10.07208776,55.24085633
1611,5.440288888,10.0726686,55.14162622
1612,5.440983533,10.07470031,55.04412981
1613,5.442013087,10.07481936,54.95619657
1614,5.442843211,10.07417955,54.86988671
1615,5.434457197,10.07619591,54.79488081
1616,5.424324769,10.07885883,54.72252328
1617,5.417161641,10.0753502,54.6448926
1618,5.410554114,10.07043032,54.56581526
1619,5.413911308,10.07074009,54.48401534
1620,5.418875275,10.07240761,54.4014296
1621,5.418066709,10.0705181,54.31452871
1622,5.416176844,10.06751818,54.22691637
1623,5.41789129,10.06867331,54.11896386
1624,5.420713161,10.07093901,54.00661286
1625,5.424787343,10.06822508,53.8828886
1626,5.429393371,10.06468306,53.75675021
1627,5.434278624,10.06030262,53.6326475
1628,5.438581376,10.05553665,53.50860775
1629,5.439246309,10.05501995,53.35119977
1630,5.439338087,10.05532367,53.18806611
1631,5.432683925,10.05725654,52.97646005
1632,5.42525059,10.05940112,52.75699884
1633,5.428813241,10.05312982,52.49903807
1634,5.433744369,10.04601447,52.23505498
1635,5.438587886,10.0342702,51.90017178
1636,5.443358074,10.02154809,51.55605564
1637,5.433346428,10.00606576,51.155069
1638,5.4221721,9.990218661,50.74617515
1639,5.420245421,9.977476625,50.2892264
1640,5.41862564,9.965182502,49.82528978
1641,5.418192042,9.947896847,49.30461094
1642,5.418037653,9.929743993,48.77836935
1643,5.413328813,9.901888619,48.19932702
1644,5.40892931,9.873825179,47.6153611
1645,5.39735908,9.852497525,47.02268511
1646,5.38354272,9.831563485,46.427849
1647,5.380772162,9.819679671,45.79316791
1648,5.379791509,9.807299666,45.15313398
1649,5.380756168,9.78013642,44.50967603
1650,5.381707393,9.752996198,43.86363805
1651,5.38048551,9.725798424,43.22191301
1652,5.378615784,9.697562977,42.58053845
1653,5.360345741,9.66789719,41.99823286
1654,5.342269371,9.63964527,41.41997924
1655,5.338041358,9.615966943,40.91352508
1656,5.334396277,9.592441992,40.41383496
1657,5.340928362,9.583768519,40.05816167
1658,5.346565782,9.574813069,39.71211435
1659,5.342108116,9.568666429,39.51786287
1660,5.338356956,9.564379111,39.34084024
1661,5.335443677,9.569083877,39.36651832
1662,5.334230254,9.574011306,39.40651348
1663,5.345438976,9.58394188,39.58338245
1664,5.355945537,9.595074204,39.77230157
1665,5.365703015,9.616551444,40.05843834
1666,5.374518671,9.636873871,40.35474258
1667,5.375258973,9.651416966,40.69424646
1668,5.377736802,9.667727361,41.02903785
1669,5.387923333,9.691063729,41.33986545
1670,5.395651155,9.711193502,41.64079545
1671,5.392957951,9.721125964,41.90909833
1672,5.389356123,9.73335041,42.16523967
1673,5.386590993,9.751004627,42.36348119
1674,5.386584603,9.766380156,42.55954773
1675,5.391675391,9.775784517,42.74164677
1676,5.397292105,9.788894015,42.91594909
1677,5.404313233,9.810672625,43.06627245
1678,5.410815316,9.831333224,43.21427339
1679,5.417102372,9.849130739,43.35807616
1680,5.422824369,9.865471023,43.50309671
1681,5.430756367,9.880544785,43.65004492
1682,5.437041759,9.891070612,43.80213916
1683,5.434420183,9.889984791,43.96046235
1684,5.433920723,9.894887896,44.12225107
1685,5.440049018,9.910095219,44.29088228
1686,5.446642502,9.918363624,44.45818623
1687,5.452972364,9.916469159,44.62472092
1688,5.458433363,9.920520357,44.79169586
1689,5.462620706,9.932747896,44.96170877
1690,5.466939185,9.943997945,45.10230157
1691,5.47281457,9.953543044,45.20306796
1692,5.478119509,9.961583318,45.27778252
1693,5.479330754,9.970690467,45.32002984
1694,5.479551366,9.977154554,45.33530165
1695,5.482622264,9.978819538,45.32618767
1696,5.484343161,9.977782606,45.28487748
1697,5.483849767,9.973312869,45.21181111
1698,5.477853085,9.968611193,45.12837188
1699,5.468218758,9.964498236,45.03731409
1700,5.458367511,9.963960498,44.94553093
1701,5.445903627,9.966237987,44.85183175
1702,5.442112768,9.967720671,44.76845428
1703,5.445671191,9.968600493,44.68967833
1704,5.456208254,9.971386156,44.63233077
1705,5.470255464,9.975461893,44.58585318
1706,5.471023093,9.973921579,44.55130805
1707,5.464179462,9.969860639,44.52467255
1708,5.47014864,9.968621154,44.53410036
1709,5.481184192,9.968711783,44.55710688
1710,5.489574735,9.975097147,44.55668642
1711,5.498661723,9.983285788,44.54982991
1712,5.491743216,9.986769583,44.5420874
1713,5.480384952,9.988871296,44.53159994
1714,5.493258729,9.989266313,44.51315318
1715,5.510467403,9.988646992,44.49340019
1716,5.507702974,9.982000664,44.46354977
1717,5.501429573,9.975297425,44.4349071
1718,5.502555003,9.985921691,44.40294618
1719,5.505739376,9.997010468,44.37037881
1720,5.508418117,9.994822398,44.3458488
1721,5.511092053,9.993673225,44.32220194
1722,5.49898626,9.997995651,44.32018816
1723,5.487105251,10.00097701,44.31925892
1724,5.491991416,10.01214327,44.31379366
1725,5.494846188,10.02193456,44.31099782
1726,5.498551609,10.0129007,44.32711484
1727,5.504945081,10.00571341,44.34566485
1728,5.50745092,10.01024828,44.39407361
1729,5.50790715,10.01528745,44.44706359
1730,5.50621028,10.01785212,44.52191909
1731,5.505198872,10.02022099,44.59725532
1732,5.498193453,10.02974606,44.67794135
1733,5.494163426,10.03881346,44.77040978
1734,5.51042484,10.0417654,44.9076517
1735,5.525337852,10.04635768,45.0536371
1736,5.53521694,10.05795291,45.22199537
1737,5.538756489,10.07014999,45.39111917
1738,5.527382639,10.08044644,45.55606157
1739,5.524671003,10.08516902,45.71929931
1740,5.534868738,10.08373457,45.8834026
1741,5.540762121,10.08439691,46.03616846
1742,5.543075125,10.08401995,46.16719763
1743,5.542947593,10.08582126,46.28464738
1744,5.542801202,10.09561409,46.38765433
1745,5.553024399,10.1054178,46.47739036
1746,5.566691795,10.11088377,46.55127659
1747,5.566769633,10.10792244,46.62554699
1748,5.557007804,10.09978458,46.7011185
1749,5.549180141,10.10069855,46.77510157
1750,5.5432163,10.10678329,46.849921
1751,5.544844994,10.12024583,46.92581639
1752,5.554102449,10.13820802,47.00070885
1753,5.567455103,10.15327894,47.07047794
1754,5.578953484,10.16781773,47.1374146
1755,5.577584817,10.17092487,47.2000568
1756,5.574553593,10.16861883,47.26143592
